5 10
30 47 3.09
80 111 5.25
22 158 6.93
89 126 8.22
87 145 5.73
96 161 1.08
23 161 4.01
63 114 2.84
32 160 8.52
49 124 8.52
136 157 8.48
107 157 1.22
113 160 8.90
40 74 2.52
2 126 4.41
81 112 2.21
34 119 9.57
91 140 5.34
76 140 9.34
31 119 7.32
111 154 4.43
43 151 2.67
84 151 6.72
11 45 1.79
10 92 9.11
36 48 3.37
2 84 3.50
3 52 2.25
101 110 1.56
66 118 8.07
52 60 8.57
75 115 9.30
107 129 9.97
46 148 6.04
143 144 9.89
75 117 4.33
5 64 2.02
18 121 7.04
19 138 7.75
53 103 8.10
120 152 6.25
37 125 3.11
66 153 2.50
53 97 4.88
24 38 9.65
0 121 4.58
101 161 4.36
38 118 4.55
65 116 4.80
17 54 5.11
23 70 2.25
63 69 2.30
91 100 8.92
7 117 6.78
106 149 5.53
45 105 5.75
72 76 2.38
6 60 6.68
41 123 9.86
118 132 6.92
89 96 2.27
20 22 9.03
8 64 7.64
18 81 9.64
31 44 2.18
93 100 9.66
151 156 9.98
14 136 7.27
53 137 6.11
39 75 2.99
23 100 9.39
39 119 5.62
4 85 1.93
9 18 9.89
54 129 5.30
88 142 1.14
17 47 7.91
5 104 6.52
133 158 1.94
7 135 6.22
3 138 9.36
10 70 7.70
17 24 1.87
2 75 1.24
58 96 9.49
57 65 8.31
91 150 6.37
70 104 7.71
46 120 6.93
25 73 3.64
94 120 3.96
3 67 4.02
113 159 8.51
4 18 5.44
124 147 4.71
25 38 3.33
57 58 2.66
88 109 6.26
25 96 1.61
1 126 4.75
53 105 8.81
71 146 6.37
63 141 3.84
10 38 9.69
7 150 9.60
11 46 9.85
36 101 6.35
6 74 4.95
150 160 2.30
50 54 5.80
36 68 8.46
61 131 1.21
19 71 3.83
39 79 6.14
98 119 9.91
8 67 3.20
29 141 6.86
84 95 6.82
71 142 8.06
31 95 2.61
83 117 5.15
23 138 3.19
33 46 6.42
12 158 5.96
43 60 6.68
14 43 1.95
35 72 6.31
97 105 4.20
92 135 1.08
71 115 6.94
40 60 7.61
30 76 4.65
44 155 3.44
81 150 7.93
56 129 2.56
58 147 4.74
81 89 5.41
16 56 6.02
115 131 8.94
27 77 3.15
75 92 9.49
6 105 6.38
33 111 4.28
79 148 6.75
26 159 4.70
16 50 9.52
102 129 9.50
61 161 5.36
19 49 5.34
40 129 9.53
40 106 4.17
21 62 1.80
68 148 3.95
60 148 7.00
30 139 5.80
36 106 8.97
67 156 4.10
99 141 3.45
76 126 3.49
33 95 7.75
61 158 4.21
111 112 5.91
20 140 7.68
25 43 1.54
103 126 5.94
96 132 4.61
38 81 8.84
98 161 8.27
80 93 4.92
94 135 2.80
8 86 5.60
49 154 4.95
66 105 2.24
85 114 6.66
49 96 4.94
20 58 8.46
46 59 3.78
122 143 6.85
19 118 7.56
21 75 6.81
67 114 9.60
59 148 4.19
60 117 7.14
108 156 3.61
50 119 9.53
11 130 3.14
58 101 6.39
122 150 4.86
0 31 9.86
53 122 7.82
17 67 5.30
22 138 8.21
96 160 9.93
60 140 8.90
75 144 5.05
91 129 5.58
131 144 7.67
9 25 2.65
60 63 5.72
84 110 1.86
59 126 6.98
86 109 1.86
24 81 8.12
68 112 9.37
12 49 1.18
29 143 5.44
15 38 2.86
36 136 6.44
12 108 4.08
14 26 9.92
46 103 3.17
77 148 6.36
23 78 5.63
25 139 6.35
82 112 1.01
117 140 9.70
123 129 4.60
49 161 8.14
50 112 7.09
46 102 4.20
74 76 2.24
39 159 4.73
72 92 8.04
52 102 1.78
37 92 8.50
56 143 8.30
94 137 2.25
45 122 4.80
93 148 7.66
21 85 8.39
65 139 6.21
16 78 6.58
4 66 2.60
99 138 1.42
54 115 3.16
33 125 3.75
108 146 1.81
36 152 3.82
59 154 1.99
46 65 9.56
41 65 2.79
39 104 3.16
12 71 1.14
75 143 1.07
74 140 8.24
60 109 5.62
22 65 1.36
57 63 9.18
64 150 8.08
54 155 7.08
5 101 3.44
29 85 2.36
82 83 6.51
29 61 2.51
85 160 5.36
75 91 3.16
138 153 1.76
40 56 4.49
73 88 2.73
126 160 7.47
114 156 4.21
107 132 7.42
73 98 4.40
75 101 8.20
24 97 6.52
133 154 9.83
75 122 9.69
8 115 9.44
64 85 1.61
2 77 7.48
27 133 4.76
15 16 3.34
21 65 4.24
37 66 2.29
13 150 8.02
16 35 9.60
36 126 5.55
81 131 5.81
5 97 4.80
74 120 7.54
52 145 4.43
34 113 8.39
1 112 7.20
56 81 3.21
1 76 2.46
58 80 1.93
80 127 8.69
55 70 7.49
102 149 2.67
106 126 3.86
82 153 2.65
8 15 3.43
22 74 5.57
59 133 8.25
14 77 3.91
21 153 7.29
32 98 3.79
42 80 2.31
14 68 5.68
76 113 5.85
48 52 8.28
154 161 9.74
14 141 6.14
53 74 3.99
52 77 3.58
141 148 7.72
40 47 7.18
100 105 8.30
21 68 8.59
83 132 6.44
54 154 9.67
11 38 8.77
16 69 2.41
27 34 1.12
82 124 3.64
9 20 2.13
13 35 1.33
44 142 7.69
143 156 5.86
90 126 9.90
138 151 2.54
12 103 9.23
63 118 3.98
49 50 3.51
57 146 1.26
73 146 5.47
69 130 1.35
15 105 6.16
40 150 7.23
38 153 8.53
75 76 2.64
41 78 5.28
45 135 5.69
20 110 1.09
50 53 7.50
37 88 6.97
19 151 9.39
96 137 2.29
27 155 6.68
1 19 7.08
28 31 7.36
13 114 2.19
2 49 5.78
30 38 9.51
55 94 2.62
55 57 4.99
83 154 4.76
142 161 9.74
78 147 2.05
42 120 4.11
135 149 5.95
106 136 2.13
117 125 8.58
18 28 4.51
20 44 7.39
0 16 4.51
87 141 4.30
19 25 5.28
82 85 8.38
58 79 1.24
102 113 7.78
4 39 3.59
42 96 5.35
68 114 3.81
2 156 3.71
16 106 5.64
45 46 5.68
104 133 4.70
131 134 6.92
32 34 4.38
110 151 9.05
105 111 4.33
88 153 5.73
116 142 6.75
26 128 5.21
87 114 4.72
54 85 1.29
19 94 6.76
50 127 2.23
83 122 6.42
90 136 9.06
5 129 8.32
124 132 2.32
11 152 3.23
19 53 7.37
65 97 7.98
29 137 1.61
47 151 7.70
30 58 4.03
19 107 4.25
48 143 3.25
32 69 2.31
13 33 5.26
8 44 6.54
15 134 9.20
97 140 5.40
82 119 1.45
0 155 4.05
54 146 5.18
90 104 8.93
120 130 6.27
29 138 2.86
38 100 9.38
48 136 3.25
5 31 5.59
24 60 5.59
82 92 7.45
34 106 8.66
3 140 7.30
103 129 3.70
135 144 6.69
61 103 9.77
28 72 2.56
59 157 9.48
51 84 4.22
36 91 6.77
18 115 1.81
22 160 6.86
73 137 3.42
22 23 8.13
123 149 6.96
30 45 1.39
70 97 3.98
35 85 2.25
24 157 8.23
115 121 1.79
6 15 9.21
18 132 8.81
138 140 7.12
4 130 3.11
5 18 3.66
95 99 8.87
29 69 7.76
23 154 3.49
64 152 8.41
15 91 7.97
41 152 1.52
16 157 3.66
18 124 4.70
30 39 4.94
62 137 4.66
22 77 8.30
36 40 7.25
46 78 7.13
140 160 5.70
126 146 6.95
83 131 9.15
78 113 5.97
146 157 9.20
26 37 4.50
95 114 1.47
111 152 4.36
38 92 8.31
48 131 8.24
25 114 4.10
41 117 9.92
20 74 8.71
2 115 9.58
55 139 4.61
43 105 4.01
14 114 5.91
10 159 1.68
46 114 9.29
23 66 2.63
89 99 4.99
41 95 2.19
5 109 1.67
17 133 5.48
76 138 5.37
106 114 9.48
8 150 4.91
20 133 9.74
117 145 9.36
11 141 9.99
16 127 2.31
127 136 9.89
85 111 7.51
18 157 6.81
36 61 4.99
68 70 6.04
51 78 9.49
30 54 2.27
53 62 6.64
72 118 2.33
31 108 8.80
43 89 3.95
149 153 1.09
10 93 8.95
43 104 3.11
20 135 3.64
45 117 1.59
119 152 3.23
19 40 2.28
11 159 9.69
26 146 3.29
40 44 9.58
31 128 5.00
88 112 5.51
17 124 6.85
23 110 6.65
65 127 4.07
45 156 3.33
37 136 2.84
94 117 5.40
79 116 7.08
21 111 3.44
21 134 8.33
96 122 7.54
37 73 6.68
117 122 6.30
50 73 2.63
18 40 4.62
24 64 3.61
58 119 8.48
71 134 7.18
15 140 5.61
15 137 2.80
82 102 7.59
81 158 6.45
28 43 5.97
42 122 2.17
12 86 8.66
136 148 2.55
59 113 3.13
28 147 5.78
127 154 9.07
23 102 6.05
7 46 4.29
106 160 1.48
127 159 4.44
59 106 5.73
71 82 9.17
71 91 6.13
97 161 2.21
80 135 3.20
53 114 5.01
99 159 4.10
103 140 4.62
19 109 9.63
152 156 4.78
20 29 4.99
3 93 8.10
42 107 1.69
29 147 2.75
62 106 6.15
134 144 6.51
105 136 9.34
127 145 8.45
38 62 2.75
37 89 9.98
17 18 5.98
11 68 9.51
72 158 3.26
31 47 5.43
3 35 6.49
22 76 7.13
86 110 6.34
33 68 4.31
112 150 9.75
48 109 4.76
51 89 6.61
72 105 8.08
2 9 3.54
11 60 3.54
30 122 4.62
39 83 7.74
67 135 9.38
37 81 4.68
71 92 8.61
75 109 6.36
91 98 6.81
6 153 9.96
48 110 3.67
15 65 9.67
33 51 7.49
40 91 2.56
112 134 2.14
97 127 1.41
67 84 8.32
38 154 5.04
21 66 6.28
9 158 4.28
127 129 1.75
29 99 5.89
27 93 8.79
34 95 8.70
11 43 9.93
3 80 8.36
3 128 8.35
157 160 5.28
32 71 7.62
6 127 6.45
8 52 8.04
62 129 6.39
6 150 7.79
89 157 7.35
133 136 4.58
137 161 9.04
124 133 4.74
16 75 3.26
97 143 7.06
101 129 1.19
18 60 9.33
78 161 8.54
62 69 8.64
29 103 9.37
53 66 6.43
1 119 7.39
14 160 6.17
89 144 6.94
5 158 6.46
27 156 8.55
77 122 5.29
42 79 6.38
8 127 9.20
26 43 1.28
38 137 6.45
12 57 8.38
48 87 3.74
69 109 8.44
12 149 4.57
103 157 6.95
34 147 1.70
56 61 8.84
43 53 4.72
115 125 3.17
42 53 8.73
57 124 9.99
103 134 2.82
22 37 2.38
144 154 2.89
31 86 6.47
35 50 8.55
36 113 8.22
102 125 9.22
74 87 2.98
29 68 7.39
77 152 8.98
103 148 5.41
9 100 1.83
2 93 6.70
87 108 1.18
34 45 4.12
6 45 9.69
34 108 3.77
47 83 4.56
26 53 1.49
50 96 1.82
59 83 7.77
149 151 4.43
43 140 9.34
48 129 6.60
24 95 1.84
8 46 5.36
69 77 7.67
1 61 5.04
141 155 1.56
133 139 2.20
116 147 1.51
71 100 4.96
8 121 6.66
77 154 1.16
65 118 2.56
5 27 8.94
66 75 7.16
1 113 5.75
1 125 4.80
9 84 2.38
111 132 2.23
112 138 2.01
75 152 1.26
119 128 2.35
136 150 9.55
52 101 2.57
31 160 3.74
9 96 7.26
47 82 2.90
54 123 9.41
5 150 6.10
90 93 2.79
88 95 1.68
46 100 4.46
61 117 2.66
79 122 3.93
20 54 10.00
87 115 5.09
88 154 4.39
96 148 5.57
16 141 3.42
2 18 2.32
28 35 9.91
98 127 8.90
17 82 7.47
10 139 3.95
67 72 5.58
40 50 3.77
79 109 8.42
28 154 8.73
56 68 8.15
100 119 3.54
36 66 5.42
68 85 3.64
82 159 7.98
33 129 3.21
27 95 4.00
27 78 6.88
92 96 4.65
6 107 2.62
18 129 4.93
82 103 5.27
114 137 3.48
60 158 3.53
110 125 9.65
10 62 2.23
61 127 1.05
56 94 9.06
30 73 2.77
78 108 1.52
78 160 6.19
138 144 6.18
60 64 7.42
108 137 6.05
67 147 4.34
33 142 7.58
64 95 5.92
14 53 1.07
49 132 7.49
58 133 9.26
60 87 8.13
110 143 4.35
9 109 1.44
89 148 8.28
37 55 5.08
62 93 9.63
14 88 6.84
73 161 2.98
22 26 9.65
47 133 9.70
57 135 8.05
9 42 6.87
89 116 4.24
141 153 4.55
60 136 1.89
50 150 1.80
25 87 2.20
46 123 2.38
13 130 4.83
114 129 7.99
27 144 2.06
19 119 9.28
83 153 1.21
128 133 5.79
0 77 6.83
63 78 2.45
1 115 7.86
23 153 5.12
37 79 7.19
10 94 8.21
36 55 6.28
156 160 2.24
112 128 5.85
35 129 5.22
106 142 6.77
20 31 5.50
3 13 3.32
24 144 7.38
6 113 6.98
4 122 9.55
55 63 7.42
6 152 3.02
35 41 2.54
75 148 1.03
62 92 9.64
25 127 2.67
15 48 1.54
128 157 4.85
42 84 9.74
140 159 10.00
15 130 7.75
22 46 6.54
105 129 7.12
25 150 5.28
150 158 2.66
8 79 4.77
43 79 2.40
106 144 8.80
92 98 7.55
95 118 4.45
89 141 4.95
97 115 5.31
141 152 9.06
3 101 8.56
62 159 1.47
108 132 7.06
71 138 9.33
20 38 3.36
40 111 3.95
11 85 1.98
3 34 1.30
13 120 5.63
10 151 4.29
1 43 8.54
63 147 7.35
7 90 1.29
72 139 7.54
127 134 9.79
9 69 3.83
33 108 9.38
113 142 2.37
10 45 3.81
112 143 5.62
22 155 8.30
124 154 7.07
40 65 7.01
5 100 3.44
26 84 1.99
54 86 9.75
96 154 4.11
79 119 9.83
79 129 8.30
27 58 8.07
66 96 8.68
6 122 6.92
15 72 5.79
18 49 6.91
71 98 6.96
8 156 1.86
46 121 1.44
145 149 4.56
86 90 3.81
65 133 8.81
52 146 4.22
139 148 8.92
109 153 8.86
9 82 8.14
88 110 9.71
89 123 6.03
125 132 5.50
154 157 5.25
128 144 5.59
54 117 8.37
119 140 2.09
105 109 7.33
4 126 6.78
61 74 8.71
85 139 5.07
103 147 6.29
122 123 3.67
45 154 4.91
4 105 5.49
11 82 3.76
38 43 5.57
6 7 3.03
115 143 8.35
43 86 4.44
25 123 2.19
18 130 4.16
49 69 4.66
85 116 9.90
23 128 9.22
78 130 6.68
67 125 6.58
47 80 6.08
21 92 1.35
84 118 3.37
20 141 9.23
1 7 4.28
31 60 3.38
100 139 9.71
79 133 8.25
20 59 6.45
83 124 8.79
9 107 6.92
49 123 8.55
92 134 6.36
129 140 5.17
49 118 6.52
34 76 4.39
58 129 6.02
23 82 2.17
10 27 5.16
128 159 7.80
54 119 4.63
61 92 7.34
6 126 6.32
3 65 3.41
16 111 7.13
11 20 3.58
10 67 2.59
35 111 8.38
20 42 3.69
31 141 7.03
7 128 9.00
60 142 5.65
22 107 2.87
85 150 9.79
13 152 4.25
33 104 9.44
73 84 6.41
5 13 5.64
135 160 2.42
26 151 8.17
59 80 8.42
78 101 3.65
86 152 2.58
59 77 9.60
32 102 1.90
39 112 3.45
48 96 8.64
113 148 8.99
30 113 5.78
26 121 2.34
85 144 6.15
0 97 3.40
43 124 1.53
96 113 6.92
106 121 8.04
111 134 2.09
68 90 1.88
81 93 4.29
82 157 3.62
99 155 4.16
18 114 6.89
62 117 5.56
125 131 8.42
83 104 4.54
24 100 9.26
49 99 8.10
30 60 6.65
104 146 3.98
10 13 7.97
106 133 4.41
111 125 4.55
33 44 9.93
34 160 9.73
50 130 1.70
7 109 4.99
78 95 9.58
77 95 1.12
9 160 6.20
42 138 1.59
3 48 3.91
46 146 4.27
76 89 1.36
41 151 8.99
16 115 6.30
131 138 7.82
28 125 5.12
37 104 2.00
2 7 1.04
4 15 2.85
89 133 8.00
77 105 5.85
23 131 2.39
4 82 1.03
83 136 5.86
8 77 6.65
48 132 1.74
28 132 3.07
99 147 1.50
35 109 8.77
46 75 3.46
33 65 9.87
8 158 7.56
12 84 8.87
90 114 5.22
81 145 7.07
9 80 9.29
57 114 4.69
38 59 3.90
45 152 5.87
47 64 1.86
9 51 6.93
63 90 2.79
35 103 1.48
70 138 6.45
111 114 8.07
4 88 6.75
102 132 8.34
39 127 8.27
24 45 2.96
14 40 8.36
34 41 6.55
16 33 6.42
100 120 3.76
114 133 1.44
11 154 8.79
44 82 2.02
30 68 8.29
35 135 6.45
54 158 4.78
94 105 4.83
71 102 5.86
0 160 3.76
92 109 5.39
18 90 5.59
50 79 8.40
37 60 3.12
9 62 5.75
77 109 1.10
16 150 3.76
21 42 5.15
149 152 8.30
76 84 6.42
117 127 4.88
100 123 6.92
65 113 6.54
14 138 3.99
11 84 4.63
16 38 2.06
81 154 1.26
12 85 8.10
121 134 7.57
32 152 7.56
74 116 3.01
100 138 7.94
104 138 9.35
79 120 4.12
139 155 9.75
117 137 5.09
145 152 3.36
65 121 8.81
20 131 9.43
108 129 9.36
52 131 2.22
12 96 8.37
73 141 1.37
50 136 2.94
68 105 2.24
0 84 9.91
11 124 1.06
28 112 4.64
17 43 2.68
68 76 3.97
120 127 8.29
13 43 6.53
36 154 5.60
44 51 5.81
51 101 6.91
12 22 3.92
112 121 1.44
99 152 1.56
26 38 2.99
30 97 6.20
44 49 5.05
14 152 8.32
18 53 8.49
45 79 6.12
76 111 3.18
27 106 1.73
18 39 9.83
7 99 6.45
21 54 5.00
54 81 10.00
10 83 7.28
36 43 8.53
111 113 5.96
37 91 7.23
10 111 5.42
70 133 6.54
27 57 1.12
94 132 9.27
102 148 5.15
16 32 2.88
40 159 9.52
77 84 6.28
52 136 1.25
78 151 3.33
82 107 3.93
66 151 2.15
9 97 2.90
43 97 3.87
112 137 9.01
7 74 5.84
34 68 9.70
49 156 6.05
98 151 6.77
36 156 4.69
133 150 3.51
10 101 1.68
97 116 4.97
56 90 7.52
10 143 4.92
60 134 2.44
93 120 7.03
89 94 6.44
96 109 4.89
83 148 1.91
21 107 6.06
7 8 7.46
4 134 5.91
70 117 8.00
0 105 4.01
1 62 3.58
59 72 9.48
93 124 2.15
66 145 8.57
124 126 6.69
86 161 9.85
17 123 1.45
28 105 4.86
135 156 9.81
79 98 6.35
49 74 6.25
98 137 7.46
141 147 8.43
28 156 1.90
28 159 3.37
40 71 2.67
15 66 8.60
132 157 5.90
19 128 7.46
19 86 7.94
4 135 9.63
15 101 9.07
38 152 1.71
42 115 8.94
34 37 4.48
49 126 5.61
47 70 1.03
26 77 6.03
29 108 9.98
42 78 8.63
50 123 2.66
34 151 9.40
5 34 6.54
79 81 7.31
90 154 1.11
5 127 6.45
112 153 6.01
99 127 5.56
17 119 3.73
16 21 8.32
101 108 4.46
19 136 6.12
45 143 2.13
25 140 9.38
51 145 4.37
117 124 4.29
41 61 8.51
12 105 9.67
47 51 7.73
143 151 1.81
6 61 8.57
54 99 4.48
65 94 4.01
142 148 7.64
32 40 1.67
19 84 9.90
55 93 8.94
45 80 7.35
147 155 2.27
35 69 1.39
4 115 5.59
99 112 3.86
41 160 8.54
6 57 3.37
93 134 8.80
13 83 8.38
10 122 9.12
118 150 6.69
42 71 5.59
23 132 5.22
43 100 8.62
91 111 2.10
33 88 1.59
75 131 4.86
74 150 5.24
40 116 4.28
73 90 8.21
74 85 9.10
94 151 9.35
41 75 6.96
22 148 1.49
109 136 1.36
91 112 7.78
71 93 5.11
57 148 6.97
39 158 1.21
10 117 1.91
20 100 6.26
0 39 1.77
35 104 3.43
2 43 2.98
50 157 9.76
19 80 6.39
75 155 2.51
38 68 8.59
34 72 5.80
18 31 8.22
47 102 3.32
81 96 8.31
31 145 1.96
15 70 1.33
65 76 3.74
18 85 3.45
92 101 4.12
49 73 7.62
8 17 5.57
4 156 4.40
3 43 8.34
32 103 5.66
34 118 3.99
28 117 7.10
16 43 2.71
12 47 2.44
26 102 1.40
66 134 9.48
14 21 1.84
126 144 7.58
74 122 9.73
11 137 6.65
54 103 3.02
60 112 6.17
122 126 1.64
40 67 7.42
109 147 4.02
19 158 8.82
67 143 6.82
71 81 5.78
75 141 3.92
49 62 7.75
93 132 3.33
138 161 6.74
132 147 7.48
35 76 3.57
79 88 8.27
113 146 6.59
137 146 2.54
24 62 3.53
34 80 4.68
121 125 1.93
71 80 9.04
74 136 3.80
64 70 5.21
148 150 4.30
61 111 1.88
40 110 1.47
29 92 6.43
86 148 3.88
57 79 6.00
8 56 7.28
42 116 3.04
134 156 1.37
122 128 3.46
57 154 4.15
65 95 6.41
90 94 1.78
84 121 6.32
73 128 6.04
63 99 6.10
10 158 5.04
97 102 9.42
42 77 1.59
37 128 8.36
78 136 1.27
32 97 7.75
68 157 7.15
101 118 6.36
20 85 6.11
119 146 1.05
12 37 4.24
61 84 6.97
49 119 8.05
69 86 2.88
29 49 5.00
79 112 8.40
0 37 5.23
60 65 2.95
83 146 4.92
60 145 9.80
89 142 3.67
53 59 2.62
80 91 8.25
85 112 9.44
48 74 2.99
78 85 5.31
66 72 5.26
41 136 2.09
54 128 5.93
59 85 2.19
14 124 9.25
13 113 9.25
17 80 5.70
31 137 5.93
97 119 6.56
104 160 2.07
51 69 4.25
30 94 7.65
105 125 1.05
45 160 8.63
92 104 4.21
86 121 3.43
81 146 9.78
114 135 3.25
77 127 6.56
55 83 9.81
9 89 2.69
21 55 8.73
11 47 4.02
12 143 8.27
40 135 2.55
46 135 6.93
41 139 4.41
27 84 4.27
29 125 6.02
72 121 8.10
16 99 9.21
36 65 4.67
81 125 7.53
40 77 8.66
47 160 5.83
46 97 5.08
24 147 2.92
4 58 6.26
9 36 6.43
132 141 1.98
80 81 9.75
63 101 7.52
62 125 6.45
88 126 3.58
12 75 2.66
34 36 7.54
16 117 9.70
73 105 1.02
0 59 2.68
4 154 8.39
81 144 6.03
90 155 5.58
4 42 7.61
48 120 4.57
99 158 3.02
16 118 9.51
12 120 8.29
69 97 4.94
121 154 3.87
127 144 5.49
120 143 8.69
53 136 1.03
3 130 4.11
34 142 2.72
18 77 8.36
3 41 7.99
66 82 5.93
131 136 8.67
42 156 8.37
29 47 3.63
43 58 7.91
70 132 4.25
59 90 7.36
28 120 6.19
7 147 9.69
1 145 4.74
15 117 5.71
60 143 5.90
13 138 8.06
129 139 6.64
5 112 5.25
4 95 8.24
23 99 2.82
51 59 5.92
16 68 9.41
126 148 8.82
44 90 6.81
11 57 7.55
3 66 3.61
38 149 9.62
30 104 5.91
102 115 5.90
23 47 5.91
0 136 9.57
119 137 4.99
9 46 8.98
123 139 5.76
63 124 3.58
58 93 4.01
30 63 8.40
13 57 9.82
68 145 5.88
25 119 3.39
24 79 5.51
55 71 6.76
51 97 2.30
17 145 8.39
23 31 3.58
68 101 3.97
11 77 1.32
119 135 1.05
77 100 8.63
108 122 3.44
70 114 7.99
0 137 6.45
86 129 3.30
13 132 8.75
34 136 3.19
112 159 5.96
14 28 3.34
29 151 5.97
15 67 1.93
4 7 7.58
32 112 5.22
87 92 6.03
25 134 7.58
104 125 7.14
59 155 9.18
1 3 8.35
133 141 9.69
53 73 9.99
139 154 6.13
8 134 6.20
104 137 9.32
50 103 2.21
31 104 9.86
26 117 9.95
127 160 8.57
5 156 8.54
8 53 1.66
79 99 3.72
22 157 8.00
32 96 2.55
55 106 6.81
124 142 6.83
88 122 9.12
89 129 7.46
151 153 3.93
30 82 1.11
96 108 7.10
32 133 3.01
131 157 5.30
24 52 9.36
22 139 1.75
16 132 9.62
23 113 9.30
61 129 9.27
3 57 7.82
92 123 2.30
132 153 6.82
39 91 7.32
116 153 4.40
109 124 5.94
73 78 1.25
5 119 5.66
74 115 9.91
29 121 5.34
91 108 2.50
31 157 1.53
12 145 5.59
26 94 5.09
136 138 2.33
71 135 8.96
89 131 4.01
83 121 9.09
14 30 4.44
82 123 6.62
40 88 2.37
65 115 7.82
85 128 8.53
40 128 1.27
29 95 7.20
84 130 3.62
53 132 3.84
77 149 5.44
27 158 2.19
14 159 6.58
45 56 8.83
55 60 7.13
107 151 3.90
41 87 6.70
16 45 2.58
18 50 9.62
117 156 3.81
87 95 7.31
47 134 6.10
79 89 5.47
67 106 9.67
75 84 4.75
18 56 1.41
55 92 4.18
20 159 2.96
32 58 3.90
15 52 2.41
25 157 8.85
72 107 6.04
110 116 2.59
58 141 4.13
146 147 3.97
6 91 1.23
34 132 2.61
121 139 1.19
120 156 5.09
14 142 9.26
8 82 1.09
48 50 9.78
25 51 4.26
46 115 4.40
25 80 4.12
39 50 7.79
102 137 6.94
12 140 7.28
16 104 5.17
38 76 8.30
71 126 9.38
60 120 3.63
65 81 5.65
128 153 7.75
34 104 8.81
67 141 6.63
60 107 6.07
128 149 7.53
25 145 7.62
56 113 2.97
85 97 7.28
84 103 9.07
74 144 4.72
23 114 5.59
41 83 9.72
35 112 7.78
13 21 7.02
39 157 7.63
115 149 2.66
8 112 5.85
140 145 6.74
55 107 8.65
14 145 4.31
17 42 2.65
82 96 6.54
52 69 2.18
70 130 3.09
1 50 8.71
47 109 2.72
35 101 5.49
112 142 1.47
3 144 1.40
1 66 6.89
67 127 9.08
91 137 6.32
39 46 2.44
44 126 3.38
44 132 4.36
5 89 9.49
60 91 9.62
71 158 9.25
22 24 2.25
110 140 2.28
17 109 9.06
57 111 3.58
86 122 9.15
114 138 2.44
12 98 6.04
32 86 3.91
14 133 9.93
5 113 9.27
38 121 4.66
71 116 6.11
10 40 3.14
24 128 4.96
16 40 1.03
56 125 7.56
17 50 7.38
102 103 8.67
99 101 3.68
16 67 5.19
37 75 7.19
92 137 8.14
46 47 5.46
63 74 2.44
46 84 3.22
115 161 7.88
24 58 1.01
91 153 9.86
90 127 3.85
21 151 7.07
31 83 5.85
32 137 6.65
52 155 4.60
54 144 1.66
38 90 1.39
58 81 6.70
98 116 7.87
43 143 8.48
43 122 2.01
30 33 1.98
67 77 6.54
44 131 2.99
72 94 4.53
96 134 9.02
29 71 6.24
21 26 9.64
61 124 6.42
34 42 1.29
43 94 5.40
43 91 1.13
16 126 5.78
11 147 7.74
86 138 2.14
18 100 5.44
30 149 5.65
47 48 1.17
51 113 6.55
47 161 8.21
89 104 7.05
136 149 7.99
56 114 4.77
121 135 8.49
12 148 2.01
25 27 5.79
1 88 3.18
145 160 8.25
1 120 3.64
133 156 5.03
12 51 9.25
14 143 6.69
35 153 7.58
38 159 7.68
43 45 8.85
53 91 4.53
77 101 8.83
31 91 8.03
1 102 5.67
2 11 7.47
13 143 6.88
2 83 3.67
114 136 6.36
48 83 6.03
70 128 7.73
25 44 8.89
13 103 8.41
11 94 8.67
72 88 3.90
7 72 4.02
22 94 9.97
83 86 7.47
27 31 2.79
10 114 2.12
8 58 6.12
12 88 4.35
25 117 9.15
23 136 1.42
13 119 8.88
42 102 1.12
138 154 2.93
58 131 8.12
100 107 7.42
49 150 5.02
97 110 7.93
80 130 9.92
107 159 7.65
51 60 3.22
64 72 4.37
46 104 9.89
6 143 3.89
46 128 5.37
63 109 8.94
21 27 4.87
24 122 6.70
40 107 9.51
80 114 6.95
46 86 5.75
18 19 2.02
149 159 4.79
110 131 8.11
36 41 2.68
14 91 3.01
69 136 6.53
43 99 9.84
41 64 4.48
67 93 2.30
130 138 1.01
50 147 2.92
23 53 9.81
14 137 2.73
36 73 3.26
9 81 4.05
83 105 4.04
4 71 4.97
70 121 2.40
29 58 4.43
4 49 2.16
35 70 5.67
92 130 1.59
27 43 4.70
68 81 1.22
21 135 4.71
71 124 2.13
17 53 3.89
46 91 2.84
30 59 1.91
13 141 5.06
113 127 5.97
122 161 5.20
123 141 2.96
98 124 2.95
141 145 2.76
5 21 9.59
130 154 9.30
3 42 3.60
42 69 2.81
84 90 9.60
22 68 6.75
24 36 2.64
19 69 5.82
113 123 6.19
48 151 7.06
39 154 9.74
47 78 9.08
122 148 1.67
71 139 3.71
41 116 3.19
22 42 2.48
128 158 6.28
36 86 2.09
77 125 6.17
5 59 4.74
135 159 3.29
5 30 8.20
10 141 3.62
71 159 1.02
25 45 2.74
9 85 4.05
62 153 4.00
100 132 2.99
20 113 9.32
25 138 2.45
11 23 5.56
56 130 4.54
0 119 5.25
62 94 7.15
98 114 6.56
79 159 3.67
16 65 7.46
9 138 2.96
79 141 6.71
106 129 4.07
44 78 2.32
143 149 6.38
30 79 7.48
108 149 8.33
6 75 1.93
31 68 6.15
120 148 9.37
24 29 9.44
6 125 5.24
6 117 8.10
17 65 4.77
29 123 8.95
3 11 6.43
105 147 6.83
32 63 6.12
26 115 2.11
