GRAFO,ENERGIA,PORTAIS,TAM,DIJ,AES,TIME_GRAFO,TIME_DIJ,TIME_AES,DENS
1,427429.200910,1473,290,1,0,15411133.002844,953.000000,930.000000,0
0,1065517.720163,933,295,0,0,245387308.041624,10406.000000,1107.000000,1
1,1065517.720163,933,295,1,0,17774099.002923,1924.000000,855.000000,1
0,404010.645222,696,300,0,0,259467506.042001,2476.000000,1132.000000,0
1,404010.645222,696,300,1,0,18595683.002952,977.000000,973.000000,0
0,422121.430459,5910,305,0,0,293204364.047477,4167.000000,1141.000000,1
1,422121.430459,5910,305,1,0,20591801.003286,2118.000000,872.000000,1
0,568065.261152,11,310,0,0,310336122.047492,2484.000000,1109.000000,0
1,568065.261152,11,310,1,0,21657086.003287,943.000000,1033.000000,0
0,395328.937889,2587,315,0,0,355857648.049287,4543.000000,2238.000000,1
1,395328.937889,2587,315,1,0,24308867.003395,939.000000,1893.000000,1
0,340547.926104,6419,320,0,0,369406976.052886,2069.000000,1285.000000,0
1,340547.926104,6419,320,1,0,25155778.003607,1095.000000,1040.000000,0
0,1097094.476725,4508,325,0,0,413599092.061455,4602.000000,2239.000000,1
1,1097094.476725,4508,325,1,0,27835986.004068,984.000000,2098.000000,1
0,525985.492332,1023,330,0,0,432291091.063050,2318.000000,1209.000000,0
1,525985.492332,1023,330,1,0,28893676.004156,1059.000000,978.000000,0
0,844720.948982,1418,335,0,0,488961018.066010,4911.000000,1201.000000,1
1,844720.948982,1418,335,1,0,31965506.004317,2920.000000,1313.000000,1
0,537622.550581,6255,340,0,0,507516589.069219,2498.000000,42419.000000,0
1,537622.550581,6255,340,1,0,32969627.004496,1263.000000,1526.000000,0
0,1154156.644511,2286,345,0,0,568052194.075711,5619.000000,2305.000000,1
1,1154156.644511,2286,345,1,0,35969756.004792,2456.000000,1032.000000,1
0,140121.407775,864,200,0,0,3229435.000340,4235.000000,957.000000,0
1,140121.407775,864,200,1,0,282241.000033,2012.000000,1905.000000,0
0,348601.644426,5976,205,0,0,10368560.002691,4454.000000,937.000000,1
1,348601.644426,5976,205,1,0,945205.000237,838.000000,1862.000000,1
0,184287.083617,779,210,0,0,15300825.003128,2719.000000,1182.000000,0
1,184287.083617,779,210,1,0,1471456.000274,925.000000,870.000000,0
0,395342.811947,3491,215,0,0,24787539.004666,4303.000000,859.000000,1
1,395342.811947,3491,215,1,0,2356190.000410,800.000000,1749.000000,1
0,268806.587873,158,220,0,0,30246578.004923,1906.000000,1023.000000,0
1,268806.587873,158,220,1,0,2761913.000433,43284.000000,842.000000,0
0,271604.130725,3455,225,0,0,42754240.006021,4299.000000,863.000000,1
1,271604.130725,3455,225,1,0,3832409.000523,1855.000000,839.000000,1
0,136152.642512,3164,230,0,0,47700493.006903,2208.000000,982.000000,0
1,136152.642512,3164,230,1,0,4221495.000601,976.000000,886.000000,0
0,566146.142902,1436,235,0,0,59023859.010826,4723.000000,934.000000,1
1,566146.142902,1436,235,1,0,5048832.000892,1924.000000,841.000000,1
0,138232.588267,3232,240,0,0,64764009.012039,2232.000000,1053.000000,0
1,138232.588267,3232,240,1,0,5572956.000995,1020.000000,902.000000,0
0,265321.781192,31,245,0,0,82760443.013096,4848.000000,1129.000000,1
1,265321.781192,31,245,1,0,6830320.001087,2105.000000,876.000000,1
0,135536.242938,2356,250,0,0,89294857.014077,1887.000000,1074.000000,0
1,135536.242938,2356,250,1,0,7292652.001161,976.000000,938.000000,0
0,453432.119845,3190,255,0,0,106992621.017559,4545.000000,3899.000000,1
1,453432.119845,3190,255,1,0,8452927.001381,1162.000000,2159.000000,1
0,147104.268713,202,260,0,0,116040915.017782,2085.000000,1235.000000,0
1,147104.268713,202,260,1,0,9114560.001401,955.000000,839.000000,0
0,610145.247485,3186,265,0,0,139818262.021443,7276.000000,3128.000000,1
1,610145.247485,3186,265,1,0,10919431.001635,1211.000000,2764.000000,1
0,220497.769309,1502,270,0,0,151599958.022299,2203.000000,1064.000000,0
1,220497.769309,1502,270,1,0,11833321.001696,1131.000000,1135.000000,0
0,481570.019886,7370,275,0,0,178982598.028853,6471.000000,1096.000000,1
1,481570.019886,7370,275,1,0,14043960.002109,1991.000000,1854.000000,1
0,410453.223240,102,280,0,0,192387875.029031,2878.000000,1761.000000,0
1,410453.223240,102,280,1,0,14912491.002123,1256.000000,1269.000000,0
0,241540.859754,13315,285,0,0,217542991.037408,6187.000000,2707.000000,1
1,241540.859754,13315,285,1,0,16528731.002724,1278.000000,2249.000000,1
0,233187.513563,907,290,0,0,237375903.038251,3009.000000,1143.000000,0
1,233187.513563,907,290,1,0,18154271.002779,909.000000,1273.000000,0
0,1134200.350942,3525,295,0,0,296315776.042394,32050.000000,3417.000000,1
1,1134200.350942,3525,295,1,0,22871084.003215,8760.000000,3146.000000,1
0,404298.808431,3145,300,0,0,313997949.043913,2902.000000,1473.000000,0
1,404298.808431,3145,300,1,0,24317280.003354,1253.000000,1330.000000,0
0,439925.827162,9214,305,0,0,398233661.048853,6061.000000,1123.000000,1
1,439925.827162,9214,305,1,0,32863524.003668,2078.000000,957.000000,1
0,132714.932420,2022,310,0,0,412620568.054219,2959.000000,1608.000000,0
1,132714.932420,2022,310,1,0,34246419.004084,1264.000000,1408.000000,0
0,395751.031289,5000,315,0,0,492573635.059451,8740.000000,2825.000000,1
1,395751.031289,5000,315,1,0,42009826.004652,1293.000000,2720.000000,1
0,182520.146364,817,320,0,0,509530783.062955,2740.000000,1354.000000,0
1,182520.146364,817,320,1,0,42914558.004814,1022.000000,961.000000,0
0,542310.646303,748,325,0,0,576102380.072544,7648.000000,2329.000000,1
1,542310.646303,748,325,1,0,49463149.005796,990.000000,2021.000000,1
0,266502.765647,1297,330,0,0,603554762.077621,2599.000000,1379.000000,0
1,266502.765647,1297,330,1,0,52152240.006371,1127.000000,1094.000000,0
0,1017921.185613,1489,335,0,0,704782219.078711,5107.000000,1166.000000,1
1,1017921.185613,1489,335,1,0,62100821.006469,2206.000000,11012.000000,1
0,443357.713112,418,340,0,0,733596826.079205,3302.000000,1486.000000,0
1,443357.713112,418,340,1,0,64465441.006503,1531.000000,1130.000000,0
0,591707.919544,3063,345,0,0,817779641.085446,6719.000000,2320.000000,1
1,591707.919544,3063,345,1,0,72028209.006859,2484.000000,1681.000000,1
0,104857.083160,590,200,0,0,2868456.000615,5926.000000,1183.000000,0
1,104857.083160,590,200,1,0,309577.000064,2869.000000,2218.000000,0
0,140595.808070,3860,205,0,0,9984362.002808,4754.000000,1059.000000,1
1,140595.808070,3860,205,1,0,920917.000263,819.000000,1830.000000,1
0,207245.787693,1215,210,0,0,13826023.003512,2552.000000,38794.000000,0
1,207245.787693,1215,210,1,0,1283864.000329,937.000000,832.000000,0
0,606675.614715,81,215,0,0,25649059.003604,4658.000000,946.000000,1
1,606675.614715,81,215,1,0,2278107.000336,862.000000,1905.000000,1
0,97012.626149,242,220,0,0,30509163.003933,2248.000000,1007.000000,0
1,97012.626149,242,220,1,0,2650002.000362,866.000000,814.000000,0
0,314184.342069,3009,225,0,0,40543997.006082,4165.000000,952.000000,1
1,314184.342069,3009,225,1,0,3511914.000549,1925.000000,770.000000,1
0,118241.564575,2182,230,0,0,45385161.007428,2402.000000,1073.000000,0
1,118241.564575,2182,230,1,0,3928269.000755,988.000000,901.000000,0
0,362184.989438,2348,235,0,0,59990839.008078,4693.000000,898.000000,1
1,362184.989438,2348,235,1,0,5106702.000813,1743.000000,752.000000,1
0,234254.227210,1595,240,0,0,66166993.008915,2023.000000,993.000000,0
1,234254.227210,1595,240,1,0,5590266.000875,885.000000,823.000000,0
0,294122.608181,591,245,0,0,83490578.009761,66136.000000,988.000000,1
1,294122.608181,591,245,1,0,6840076.000941,2127.000000,810.000000,1
0,292707.627048,1116,250,0,0,90862470.010147,2234.000000,1040.000000,0
1,292707.627048,1116,250,1,0,7406134.000970,894.000000,843.000000,0
0,288684.399349,2699,255,0,0,112141729.011776,4039.000000,41806.000000,1
1,288684.399349,2699,255,1,0,8871652.001094,878.000000,1858.000000,1
0,151673.213192,337,260,0,0,119465766.012907,2199.000000,1117.000000,0
1,151673.213192,337,260,1,0,9357681.001181,884.000000,951.000000,0
0,273805.531911,1713,265,0,0,143273158.014113,65411.000000,2299.000000,1
1,273805.531911,1713,265,1,0,10987069.001267,845.000000,1881.000000,1
0,155553.891823,3096,270,0,0,151645807.016024,2432.000000,1180.000000,0
1,155553.891823,3096,270,1,0,11594652.001392,901.000000,986.000000,0
0,773339.528313,2127,275,0,0,177427836.017838,4303.000000,1361.000000,1
1,773339.528313,2127,275,1,0,13213232.001513,2995.000000,2439.000000,1
0,209473.705690,2691,280,0,0,186143372.019713,3098.000000,1579.000000,0
1,209473.705690,2691,280,1,0,13813428.001639,1172.000000,1251.000000,0
0,829641.685538,94,285,0,0,210306995.026434,4450.000000,2274.000000,1
1,829641.685538,94,285,1,0,15228541.002036,875.000000,2031.000000,1
0,288945.341074,1711,290,0,0,220203426.028964,2025.000000,1126.000000,0
1,288945.341074,1711,290,1,0,15827102.002182,919.000000,894.000000,0
0,997274.857238,1974,295,0,0,256102940.030864,5322.000000,1093.000000,1
1,997274.857238,1974,295,1,0,17951331.002323,49963.000000,831.000000,1
0,246277.073165,3778,300,0,0,268765072.032676,2202.000000,1161.000000,0
1,246277.073165,3778,300,1,0,18698638.002431,937.000000,888.000000,0
0,1057264.534436,11494,305,0,0,303938794.038847,4089.000000,1195.000000,1
1,1057264.534436,11494,305,1,0,20830554.002758,2295.000000,931.000000,1
0,237182.697233,371,310,0,0,320835112.039136,2331.000000,1230.000000,0
1,237182.697233,371,310,1,0,21736187.002778,1104.000000,1002.000000,0
0,868400.163511,102,315,0,0,369683706.039222,4587.000000,2425.000000,1
1,868400.163511,102,315,1,0,24857285.002784,990.000000,1939.000000,1
0,224069.277203,958,320,0,0,383337278.043239,2164.000000,1348.000000,0
1,224069.277203,958,320,1,0,25676274.002997,1107.000000,943.000000,0
0,1386301.301724,32,325,0,0,439677492.043812,4855.000000,2338.000000,1
1,1386301.301724,32,325,1,0,29001980.003037,1003.000000,2007.000000,1
0,588427.038675,73,330,0,0,459937032.043913,2325.000000,1341.000000,0
1,588427.038675,73,330,1,0,30166712.003044,1094.000000,998.000000,0
0,1179940.734560,8627,335,0,0,507149585.055943,5247.000000,1229.000000,1
1,1179940.734560,8627,335,1,0,32818338.003671,2153.000000,10151.000000,1
0,547210.972631,3998,340,0,0,526648090.059244,2375.000000,1280.000000,0
1,547210.972631,3998,340,1,0,33828945.003874,1082.000000,1032.000000,0
0,1138938.451247,11113,345,0,0,585648154.066718,4952.000000,2174.000000,1
1,1138938.451247,11113,345,1,0,37046358.004223,2349.000000,1035.000000,1
0,187301.608013,1807,200,0,0,3019971.000649,4042.000000,973.000000,0
1,187301.608013,1807,200,1,0,270904.000048,2150.000000,1813.000000,0
0,213500.358604,1658,205,0,0,11636272.002329,6076.000000,936.000000,1
1,213500.358604,1658,205,1,0,1098521.000173,873.000000,2309.000000,1
0,182623.484004,27,210,0,0,22605586.002352,3386.000000,1265.000000,0
1,182623.484004,27,210,1,0,2430654.000178,938.000000,955.000000,0
0,459202.975595,2365,215,0,0,35334916.003244,3870.000000,997.000000,1
1,459202.975595,2365,215,1,0,3644448.000252,868.000000,1831.000000,1
0,243620.094440,321,220,0,0,39703423.003640,2321.000000,934.000000,0
1,243620.094440,321,220,1,0,3980537.000289,875.000000,871.000000,0
0,224758.247346,2772,225,0,0,52746189.005236,63231.000000,950.000000,1
1,224758.247346,2772,225,1,0,5043785.000410,42459.000000,813.000000,1
0,221001.756323,232,230,0,0,58782117.005430,2090.000000,1092.000000,0
1,221001.756323,232,230,1,0,5496870.000428,1055.000000,913.000000,0
0,361248.649328,2137,235,0,0,75013371.006283,5384.000000,1030.000000,1
1,361248.649328,2137,235,1,0,6773291.000493,2130.000000,983.000000,1
0,108772.243937,646,240,0,0,81936290.006504,2226.000000,1100.000000,0
1,108772.243937,646,240,1,0,7295243.000509,975.000000,940.000000,0
0,495503.278683,3188,245,0,0,100512627.009509,4790.000000,1007.000000,1
1,495503.278683,3188,245,1,0,8650192.000730,2159.000000,838.000000,1
0,143722.598410,1084,250,0,0,106379012.011064,2144.000000,1002.000000,0
1,143722.598410,1084,250,1,0,9036493.000847,941.000000,837.000000,0
0,532848.722647,1068,255,0,0,132522773.011603,3576.000000,40101.000000,1
1,532848.722647,1068,255,1,0,10902535.000887,871.000000,2060.000000,1
0,111871.557324,8,260,0,0,142598386.011808,2083.000000,1206.000000,0
1,111871.557324,8,260,1,0,11959722.000922,981.000000,917.000000,0
0,337015.514887,2678,265,0,0,163509823.017252,4693.000000,2303.000000,1
1,337015.514887,2678,265,1,0,14185641.001353,881.000000,2085.000000,1
0,323627.040814,1039,270,0,0,171395666.019143,1933.000000,1232.000000,0
1,323627.040814,1039,270,1,0,14710632.001481,970.000000,988.000000,0
0,757951.370307,101,275,0,0,207336496.019823,5719.000000,1120.000000,1
1,757951.370307,101,275,1,0,17116780.001531,2339.000000,2306.000000,1
0,131803.432966,84,280,0,0,218462145.022401,1920.000000,1187.000000,0
1,131803.432966,84,280,1,0,18050280.001699,989.000000,1048.000000,0
0,900764.529982,845,285,0,0,262662744.023144,5535.000000,3099.000000,1
1,900764.529982,845,285,1,0,21630464.001747,1232.000000,2738.000000,1
0,364577.105826,1886,290,0,0,271306968.026077,2380.000000,1167.000000,0
1,364577.105826,1886,290,1,0,22132716.001928,1006.000000,1141.000000,0
0,524480.201271,10399,295,0,0,296798033.033686,5135.000000,1085.000000,1
1,524480.201271,10399,295,1,0,23623417.002338,1892.000000,828.000000,1
0,355627.549495,901,300,0,0,307641196.037789,3812.000000,1444.000000,0
1,355627.549495,901,300,1,0,24220250.002574,1295.000000,1245.000000,0
0,760071.569232,9797,305,0,0,359741958.045682,5382.000000,37261.000000,1
1,760071.569232,9797,305,1,0,28236182.003012,2629.000000,916.000000,1
0,491151.551643,778,310,0,0,382464257.046647,40643.000000,1285.000000,0
1,491151.551643,778,310,1,0,29833568.003071,1047.000000,978.000000,0
0,1091627.132505,13294,315,0,0,430440055.057999,5894.000000,2470.000000,1
1,1091627.132505,13294,315,1,0,33732182.003943,910.000000,3157.000000,1
0,398359.075202,1471,320,0,0,450318504.058916,2945.000000,1573.000000,0
1,398359.075202,1471,320,1,0,35305418.004002,1239.000000,1352.000000,0
0,1348978.182969,239,325,0,0,516022093.059059,4387.000000,2467.000000,1
1,1348978.182969,239,325,1,0,41535173.004009,1014.000000,2099.000000,1
0,172100.193627,2186,330,0,0,535666207.060171,2196.000000,1087.000000,0
1,172100.193627,2186,330,1,0,42645743.004076,995.000000,1012.000000,0
0,538208.802342,3541,335,0,0,608086317.063414,67047.000000,34771.000000,1
1,538208.802342,3541,335,1,0,47987796.004286,2480.000000,996.000000,1
0,170432.309226,5,340,0,0,627623471.065483,2324.000000,1260.000000,0
1,170432.309226,5,340,1,0,49000332.004437,1113.000000,1025.000000,0
0,990234.106671,935,345,0,0,685796185.072889,104136.000000,2397.000000,1
1,990234.106671,935,345,1,0,52467156.004788,2600.000000,1001.000000,1
0,104292.692752,671,200,0,0,3345598.000254,4543.000000,980.000000,0
1,104292.692752,671,200,1,0,380415.000020,2215.000000,1838.000000,0
0,389311.602472,8032,205,0,0,10055002.002800,4980.000000,1441.000000,1
1,389311.602472,8032,205,1,0,1055355.000235,808.000000,39647.000000,1
0,97735.796668,1141,210,0,0,13846108.003263,2097.000000,1035.000000,0
1,97735.796668,1141,210,1,0,1408793.000282,966.000000,754.000000,0
0,214895.190350,2088,215,0,0,22479039.005702,39380.000000,2481.000000,1
1,214895.190350,2088,215,1,0,2238079.000491,2385.000000,5702.000000,1
0,186844.347195,294,220,0,0,27482108.005775,1841.000000,1091.000000,0
1,186844.347195,294,220,1,0,2690073.000498,934.000000,767.000000,0
0,389107.907840,43,225,0,0,38745195.007286,4081.000000,39599.000000,1
1,389107.907840,43,225,1,0,3765621.000621,39361.000000,839.000000,1
0,96500.008718,19,230,0,0,44933853.007301,2528.000000,1006.000000,0
1,96500.008718,19,230,1,0,4307857.000623,991.000000,858.000000,0
0,293496.382283,1514,235,0,0,59979925.008103,3944.000000,1026.000000,1
1,293496.382283,1514,235,1,0,5564650.000681,1966.000000,837.000000,1
0,158208.802222,2608,240,0,0,65142904.009647,2327.000000,1113.000000,0
1,158208.802222,2608,240,1,0,5985518.000796,1023.000000,906.000000,0
0,679687.663174,5099,245,0,0,80872782.011647,4419.000000,44730.000000,1
1,679687.663174,5099,245,1,0,7319658.000957,2116.000000,903.000000,1
0,230270.270187,365,250,0,0,87215360.012861,2132.000000,1076.000000,0
1,230270.270187,365,250,1,0,7822464.001053,1084.000000,890.000000,0
0,804570.199462,1755,255,0,0,106740211.014922,10698.000000,2037.000000,1
1,804570.199462,1755,255,1,0,9473399.001197,830.000000,1753.000000,1
0,186775.555573,1641,260,0,0,115000677.015630,2422.000000,1179.000000,0
1,186775.555573,1641,260,1,0,10053362.001254,959.000000,922.000000,0
0,430207.461322,7657,265,0,0,135294934.018783,4627.000000,2440.000000,1
1,430207.461322,7657,265,1,0,11580152.001459,898.000000,2117.000000,1
0,102171.675751,5074,270,0,0,143102710.020768,2193.000000,1397.000000,0
1,102171.675751,5074,270,1,0,12089282.001583,975.000000,914.000000,0
0,605649.516179,5573,275,0,0,167675170.023787,4351.000000,1104.000000,1
1,605649.516179,5573,275,1,0,13823387.001787,2162.000000,1828.000000,1
0,331455.638366,326,280,0,0,176690864.025679,2168.000000,1194.000000,0
1,331455.638366,326,280,1,0,14467698.001922,996.000000,941.000000,0
0,870039.867550,5014,285,0,0,202708740.031044,5176.000000,2206.000000,1
1,870039.867550,5014,285,1,0,16102341.002234,1028.000000,1958.000000,1
0,246858.090511,3172,290,0,0,212353647.033905,2215.000000,1271.000000,0
1,246858.090511,3172,290,1,0,16739175.002425,972.000000,960.000000,0
0,877456.770887,612,295,0,0,240581725.041490,4022.000000,1024.000000,1
1,877456.770887,612,295,1,0,18586776.002855,1883.000000,868.000000,1
0,391714.938830,3955,300,0,0,252717631.043838,1769.000000,1208.000000,0
1,391714.938830,3955,300,1,0,19376051.003006,1178.000000,939.000000,0
0,847098.877918,2321,305,0,0,281175677.054268,4408.000000,1148.000000,1
1,847098.877918,2321,305,1,0,21158201.003626,2374.000000,934.000000,1
0,114212.590438,2355,310,0,0,293975780.057439,2450.000000,1250.000000,0
1,114212.590438,2355,310,1,0,21930972.003821,1035.000000,1059.000000,0
0,1290500.668712,1870,315,0,0,339877720.058872,4283.000000,2273.000000,1
1,1290500.668712,1870,315,1,0,24801730.003914,990.000000,2073.000000,1
0,156996.863921,951,320,0,0,357176586.059943,2792.000000,1226.000000,0
1,156996.863921,951,320,1,0,25922589.003991,1165.000000,986.000000,0
0,430636.676272,958,325,0,0,405780157.063890,44216.000000,2413.000000,1
1,430636.676272,958,325,1,0,29014284.004212,1040.000000,2083.000000,1
0,315694.088439,54,330,0,0,429105871.064292,2754.000000,1174.000000,0
1,315694.088439,54,330,1,0,30486586.004280,1119.000000,1040.000000,0
0,811863.282693,16459,335,0,0,474035220.074045,4765.000000,1127.000000,1
1,811863.282693,16459,335,1,0,33398883.004830,1967.000000,9726.000000,1
0,255325.666588,1303,340,0,0,495178208.075405,35091.000000,1208.000000,0
1,255325.666588,1303,340,1,0,34641107.004905,1015.000000,967.000000,0
0,777693.000343,4813,345,0,0,539544472.090351,4209.000000,2350.000000,1
1,777693.000343,4813,345,1,0,37422053.005704,2329.000000,948.000000,1
0,219856.831472,337,200,0,0,3258276.000206,3615.000000,907.000000,0
1,219856.831472,337,200,1,0,337599.000019,2174.000000,1625.000000,0
0,575349.686032,29,205,0,0,13647110.000265,3757.000000,835.000000,1
1,575349.686032,29,205,1,0,1175498.000025,928.000000,1701.000000,1
0,133101.893115,797,210,0,0,18183113.000501,1937.000000,968.000000,0
1,133101.893115,797,210,1,0,1647783.000047,955.000000,796.000000,0
0,371660.946176,6904,215,0,0,26594017.002571,72250.000000,882.000000,1
1,371660.946176,6904,215,1,0,2377369.000228,825.000000,2037.000000,1
0,200750.282704,386,220,0,0,30186436.003524,2639.000000,1072.000000,0
1,200750.282704,386,220,1,0,2667092.000305,899.000000,1002.000000,0
0,436245.737371,9599,225,0,0,39376034.007491,4919.000000,954.000000,1
1,436245.737371,9599,225,1,0,3498154.000671,2142.000000,913.000000,1
0,119864.084885,2398,230,0,0,43978624.008682,2310.000000,1085.000000,0
1,119864.084885,2398,230,1,0,3898897.000761,973.000000,818.000000,0
0,303276.821904,1339,235,0,0,59788153.011193,4235.000000,974.000000,1
1,303276.821904,1339,235,1,0,5094651.000948,2132.000000,837.000000,1
0,261014.613646,338,240,0,0,66789059.011520,2451.000000,1040.000000,0
1,261014.613646,338,240,1,0,5591261.000980,912.000000,837.000000,0
0,231673.804860,804,245,0,0,86061726.011829,4909.000000,955.000000,1
1,231673.804860,804,245,1,0,6981068.001006,1996.000000,820.000000,1
0,89632.019129,3093,250,0,0,92451636.012835,1923.000000,1118.000000,0
1,89632.019129,3093,250,1,0,7424273.001080,1025.000000,951.000000,0
0,304424.014978,2532,255,0,0,112639745.015277,46207.000000,2981.000000,1
1,304424.014978,2532,255,1,0,8660180.001243,1148.000000,2965.000000,1
0,116647.088335,100,260,0,0,120302086.016254,2902.000000,1493.000000,0
1,116647.088335,100,260,1,0,9145003.001306,1146.000000,1179.000000,0
0,278256.882767,545,265,0,0,140195656.020996,4326.000000,2021.000000,1
1,278256.882767,545,265,1,0,10425969.001618,812.000000,1783.000000,1
0,347864.471420,2219,270,0,0,148149687.022307,2075.000000,1198.000000,0
1,347864.471420,2219,270,1,0,10924740.001706,915.000000,895.000000,0
0,410593.993549,481,275,0,0,181390226.022567,5046.000000,1451.000000,1
1,410593.993549,481,275,1,0,13196388.001726,2124.000000,1976.000000,1
0,272214.049996,686,280,0,0,195053390.022786,2159.000000,1242.000000,0
1,272214.049996,686,280,1,0,14162821.001766,1564.000000,944.000000,0
0,336119.352040,11294,285,0,0,227664728.031822,6097.000000,2580.000000,1
1,336119.352040,11294,285,1,0,17157789.002357,939.000000,1997.000000,1
0,461535.714075,43,290,0,0,245768861.031909,2373.000000,1214.000000,0
1,461535.714075,43,290,1,0,18887298.002364,1004.000000,844.000000,0
0,726583.974720,5701,295,0,0,296927703.036184,6562.000000,1661.000000,1
1,726583.974720,5701,295,1,0,24052772.002613,3374.000000,1132.000000,1
0,373864.760537,1141,300,0,0,309575450.039067,2002.000000,1277.000000,0
1,373864.760537,1141,300,1,0,25057055.002800,997.000000,1030.000000,0
0,257740.234761,9655,305,0,0,342029450.053330,4995.000000,1222.000000,1
1,257740.234761,9655,305,1,0,27942399.004099,2302.000000,974.000000,1
0,239771.599317,2275,310,0,0,356618405.057179,2463.000000,1279.000000,0
1,239771.599317,2275,310,1,0,28921159.004438,1087.000000,1410.000000,0
0,875459.743854,13087,315,0,0,398265643.067218,8269.000000,3726.000000,1
1,875459.743854,13087,315,1,0,32331325.004981,1375.000000,3141.000000,1
0,478532.357009,3136,320,0,0,418746141.069273,2321.000000,1243.000000,0
1,478532.357009,3136,320,1,0,33559850.005112,1083.000000,1033.000000,0
0,1138055.456192,1043,325,0,0,473191401.076629,9661.000000,5846.000000,1
1,1138055.456192,1043,325,1,0,39678189.005697,1871.000000,2754.000000,1
0,342545.379766,8623,330,0,0,492624191.081518,2282.000000,1287.000000,0
1,342545.379766,8623,330,1,0,41270245.006005,1716.000000,1364.000000,0
0,609962.903344,1127,335,0,0,560124178.082754,4556.000000,1297.000000,1
1,609962.903344,1127,335,1,0,46567903.006071,2337.000000,101841.000000,1
0,475137.092740,351,340,0,0,584370114.083992,3245.000000,2845.000000,0
1,475137.092740,351,340,1,0,48015399.006147,1112.000000,1739.000000,0
0,730855.569458,11400,345,0,0,762762378.097333,38854.000000,2254.000000,1
1,730855.569458,11400,345,1,0,63393089.007268,58271.000000,34244.000000,1
0,177243.003584,2067,200,0,0,3483387.000632,4684.000000,1044.000000,0
1,177243.003584,2067,200,1,0,339329.000078,2290.000000,2630.000000,0
0,384214.172422,655,205,0,0,14886142.001071,3094.000000,903.000000,1
1,384214.172422,655,205,1,0,1459641.000115,853.000000,2154.000000,1
0,179253.951702,1136,210,0,0,19065955.001922,1906.000000,1255.000000,0
1,179253.951702,1136,210,1,0,1841150.000202,1163.000000,1016.000000,0
0,445405.026530,287,215,0,0,31839661.002362,3116.000000,891.000000,1
1,445405.026530,287,215,1,0,2932417.000240,1094.000000,1958.000000,1
0,198860.034239,3675,220,0,0,36761954.003531,2035.000000,1172.000000,0
1,198860.034239,3675,220,1,0,3339062.000342,1057.000000,936.000000,0
0,367548.506448,5565,225,0,0,47571262.007163,4773.000000,1040.000000,1
1,367548.506448,5565,225,1,0,4205756.000696,2431.000000,926.000000,1
0,118237.330300,923,230,0,0,54064483.008112,2247.000000,1044.000000,0
1,118237.330300,923,230,1,0,4793128.000798,964.000000,975.000000,0
0,172790.549620,1777,235,0,0,67769672.011616,3641.000000,993.000000,1
1,172790.549620,1777,235,1,0,5872090.001088,2019.000000,880.000000,1
0,66254.360813,1374,240,0,0,74327688.012903,2414.000000,1307.000000,0
1,66254.360813,1374,240,1,0,6386705.001220,1061.000000,995.000000,0
0,227988.876906,571,245,0,0,97401421.013155,3677.000000,1089.000000,1
1,227988.876906,571,245,1,0,8174556.001236,2104.000000,868.000000,1
0,182169.867572,796,250,0,0,106416874.013793,2321.000000,1162.000000,0
1,182169.867572,796,250,1,0,8904825.001286,1129.000000,952.000000,0
0,517842.042069,6800,255,0,0,127204876.017126,4206.000000,2148.000000,1
1,517842.042069,6800,255,1,0,10423395.001499,30415.000000,2661.000000,1
0,137130.961413,1997,260,0,0,136430469.019331,2396.000000,1556.000000,0
1,137130.961413,1997,260,1,0,11146283.001674,1462.000000,1254.000000,0
0,278218.461442,6885,265,0,0,165302024.025318,4517.000000,2165.000000,1
1,278218.461442,6885,265,1,0,13793057.002076,858.000000,2488.000000,1
0,241289.970580,573,270,0,0,177336308.025762,2722.000000,1419.000000,0
1,241289.970580,573,270,1,0,14705272.002123,1105.000000,1114.000000,0
0,264765.738330,1916,275,0,0,209894580.027034,4219.000000,2127.000000,1
1,264765.738330,1916,275,1,0,17179089.002201,1029.000000,1870.000000,1
0,354041.919296,3227,280,0,0,219629328.029403,2130.000000,1187.000000,0
1,354041.919296,3227,280,1,0,17827342.002351,960.000000,1139.000000,0
0,656352.347434,644,285,0,0,249379847.035208,4990.000000,2783.000000,1
1,656352.347434,644,285,1,0,19708780.002706,1137.000000,2411.000000,1
0,133031.373144,2309,290,0,0,261707849.038859,2917.000000,1618.000000,0
1,133031.373144,2309,290,1,0,20499102.002957,1253.000000,1321.000000,0
0,593535.650224,9256,295,0,0,293038510.049563,6516.000000,1607.000000,1
1,593535.650224,9256,295,1,0,22474317.003613,3089.000000,1473.000000,1
0,403977.930417,820,300,0,0,309376789.050464,2373.000000,1432.000000,0
1,403977.930417,820,300,1,0,23494563.003672,1073.000000,1292.000000,0
0,479305.271312,15143,305,0,0,345791909.060496,5467.000000,2856.000000,1
1,479305.271312,15143,305,1,0,25495528.004161,5713.000000,1884.000000,1
0,557479.712998,1045,310,0,0,366649913.061452,2795.000000,2092.000000,0
1,557479.712998,1045,310,1,0,26962253.004222,1713.000000,8370.000000,0
0,302786.368277,10948,315,0,0,423899283.072457,4551.000000,2463.000000,1
1,302786.368277,10948,315,1,0,30839344.004870,1287.000000,2228.000000,1
0,424463.088957,2895,320,0,0,442824877.074337,2368.000000,1433.000000,0
1,424463.088957,2895,320,1,0,32012131.004978,1212.000000,1160.000000,0
0,829905.816982,1519,325,0,0,503505864.078504,16129.000000,8427.000000,1
